"Meaning of Survey Component (SVY_COMP_LABEL)","Geographic Area Name (NAME)","Year (YEAR)","Meaning of Aggregate Description (AGG_DESC_LABEL)","Meaning of Type of Government (GOVTYPE_LABEL)","Amount (AMOUNT)","Amount Formatted (AMOUNT_FORMATTED)"
"Government Organization","United States","2017","Total Federal, state, and local government units","State and Local","90,126","90,126"
